datetime,city,weather_main,weather_description,temp,feels_like,pressure,wind_speed
2025-05-07 04:04:20,Moscow,Clouds,broken clouds,8.52,7.59,1012,1.86
2025-05-07 04:04:20,Moscow,Clouds,broken clouds,8.52,7.59,1012,1.86
2025-05-07 04:04:20,Moscow,Clouds,broken clouds,8.52,7.59,1012,1.86
2025-05-07 04:04:20,Moscow,Clouds,broken clouds,8.52,7.59,1012,1.86
2025-05-07 04:04:20,Moscow,Clouds,broken clouds,8.52,7.59,1012,1.86
2025-05-07 04:06:30,Moscow,Clouds,broken clouds,8.52,7.59,1012,1.86
